"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CDK","CDK Global, Inc.","66.52","$9.65B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","60.36","$9.62B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","10.33","$352.89M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"CELG","Celgene Corporation","125.77","$97.84B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","1.0442","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","3.42","$418.19M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","6.35","$34.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","1.1202","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","2.35","$27.03M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.3105","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.8991","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","23.91","$844.83M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","11.2","$159.61M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","0.27","$8.93M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CYAD","Celyad SA","22.45","$209.09M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyad",
"CEMP","Cempra, Inc.","3.85","$201.71M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemp",
"CETX","Cemtrex Inc.","3.17","$31.9M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","6.5317","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.6491","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","18.63","$4.1B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cdev",
"CDEVW","Centennial Resource Development, Inc.","7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cdevw",
"CSFL","CenterState Banks, Inc.","26.48","$1.35B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","3","$430.35M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","2.19","$35.05M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","37.67","$1.93B","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","35.13","$1.8B","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","19.5","$236.8M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CFCB","Centrue Financial Corporation","25.99","$169.29M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfcb",
"CENX","Century Aluminum Company","12.11","$1.06B","n/a","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","62.7","$349.11M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","7.68","$187.73M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty",
"CRNT","Ceragon Networks Ltd.","3.54","$275M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","0.7869","$7.74M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cerc",
"CERCW","Cerecor Inc.","0.09","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cercw",
"CERCZ","Cerecor Inc.","0.0799","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cercz",
"CERN","Cerner Corporation","56.61","$18.67B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CERU","Cerulean Pharma Inc.","3.32","$91.09M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ceru",
"CERS","Cerus Corporation","4.21","$435.6M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","3.06","$30.25M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","35.45","$752.62M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CFCO","CF Corporation","10.08","$846.72M","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cfco",
"CFCOU","CF Corporation","10.8","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cfcou",
"CFCOW","CF Corporation","1.5","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cfcow",
"CSBR","Champions Oncology, Inc.","3","$32.9M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","31.3","$1.64B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"HOTR","Chanticleer Holdings, Inc.","0.3999","$8.78M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotr",
"HOTRW","Chanticleer Holdings, Inc.","0.075","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotrw",
"CTHR","Charles & Colvard Ltd","0.9605","$20.6M","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","35.62","$1.09B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","325.81","$87.61B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","18.97","$285.27M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","101.42","$17.74B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","2.17","$33.65M","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","1.1","n/a","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chekw",
"CEMI","Chembio Diagnostics, Inc.","5.5","$67.65M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","54","$3.84B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","7.68","$367.15M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","37.38","$176.86M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","7.75","$100.37M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHMA","Chiasma, Inc.","1.65","$40.19M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/chma",
"PLCE","Children&#39;s Place, Inc. (The)","118.45","$2.14B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","6.15","$286.32M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","2.6","$6.21M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","1.58","$6.37M","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","5.43","$172.16M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products, Inc.","100.81","$2.74B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","2.18","$6.1M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","1.05","$17.47M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cccr",
"CCRC","China Customer Relations Centers, Inc.","13.33","$244.33M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","3.06","$72.28M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.64","$73.88M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CNIT","China Information Technology, Inc.","0.695","$27.88M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","1.78","$44.88M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","6.57","$150.45M","n/a","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/cldc",
"HTHT","China Lodging Group, Limited","59.98","$3.76B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CHNR","China Natural Resources, Inc.","1.98","$49.32M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","1.6","$13.3M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CNTF","China TechFaith Wireless Communication Technology Limited","2.1","$22.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","4.95","$245.3M","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CCIH","ChinaCache International Holdings Ltd.","1.64","$41.01M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.14","$13.86M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","16.9","$757.79M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CDXC","ChromaDex Corporation","2.82","$106.89M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","28.55","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","27.32","$519.08M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.81","$467.21M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","29.02","$328.48M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","31.94","$231M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","156.65","$2.57B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","28.5","$479.44M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","7.15","$119.21M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cdtx",
"CMCT","CIM Commercial Trust Corporation","16.5","$1.39B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmct",
"CMPR","Cimpress N.V","84.88","$2.64B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","75.18","$12.38B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.36","$15.23M","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","124.87","$13.12B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","58.43","$3.75B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","34.23","$171.42B","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","18.64","$277.77M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","23.77","$288.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","12.97","$68.31M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","19.5","$39.02M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","23.25","$113.35M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","82.72","$12.93B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","65.93","$1.03B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","22.99","$231.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","72.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civbp",
"CDTI","Clean Diesel Technologies, Inc.","2.85","$43.17M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","2.47","$369.49M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","0.663","$3.47M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","17.35","$245.38M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","10.7","$94.97M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","6.93","$142.54M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","3.55","$55.38M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CLIRW","ClearSign Combustion Corporation","1.7","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clirw",
"CBLI","Cleveland BioLabs, Inc.","1.6","$17.58M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CSBK","Clifton Bancorp Inc.","16.13","$371.38M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","71.32","$3.18B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","9.9","$135.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CME","CME Group Inc.","124.59","$42.32B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","24.49","$374.76M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CWAY","Coastway Bancorp, Inc.","17.5","$77.05M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","17.36","$721.71M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","194.03","$1.81B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDXS","Codexis, Inc.","4.55","$187.55M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","26.98","$226.12M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","4.7","$30.52M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","42.15","$1.92B","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","1.99","$120.1M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"COGT","Cogint, Inc.","3.9","$208.1M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cogt",
"CGNX","Cognex Corporation","80.75","$6.95B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","58.56","$35.64B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COHR","Coherent, Inc.","192.94","$4.74B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","23.25","$1.13B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","17.7","$475.21M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CLCT","Collectors Universe, Inc.","24.99","$222.94M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","15.38","$440.03M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","47.65","$1.78B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cigi",
"CBAN","Colony Bankcorp, Inc.","14.05","$118.57M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","40.3","$2.34B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"COLM","Columbia Sportswear Company","57.36","$3.99B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","25.35","$570.9M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","4.45","$12.75M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cbmx",
"CBMXW","CombiMatrix Corporation","0.92","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cbmxw",
"CMCSA","Comcast Corporation","37.46","$178B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CBSH","Commerce Bancshares, Inc.","58.24","$5.93B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.5","$2.34B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbshp",
"CUBN","Commerce Union Bancshares, Inc.","21.75","$169.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubn",
"CHUBA","CommerceHub, Inc.","16.48","$708.44M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chuba",
"CHUBK","CommerceHub, Inc.","16.32","$701.56M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chubk",
"CVGI","Commercial Vehicle Group, Inc.","5.68","$175.24M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","39.64","$7.69B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","4.75","$42.1M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","8.45","$185.56M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CCFI","Community Choice Financial Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccfi",
"CYHHZ","Community Health Systems, Inc.","0.012","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyhhz",
"CTBI","Community Trust Bancorp, Inc.","47.05","$828.97M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","10.2","$82.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","50.8","$2.29B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CGEN","Compugen Ltd.","4.35","$222.42M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","27.2","$368.1M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","5.64","$88.52M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CHCI","Comstock Holding Companies, Inc.","2.18","$7.45M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","14.91","$351.18M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CNAT","Conatus Pharmaceuticals Inc.","4.69","$122.25M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","16.64","$371.55M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnce",
"CXRX","Concordia International Corp.","1.9","$97.07M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cxrx",
"CCUR","Concurrent Computer Corporation","4.89","$48.1M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CDOR","Condor Hospitality Trust, Inc.","13.96","$94.48M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdor",
"CFMS","ConforMIS, Inc.","5.1","$223.48M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","7.35","$56.1M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cnfr",
"CNMD","CONMED Corporation","42.94","$1.2B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","54.11","$608.22M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","24.4","$779.44M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnob",
"CNXR","Connecture, Inc.","1.37","$30.61M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnxr",
"CONN","Conn&#39;s, Inc.","8.65","$266.93M","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","24.39","$1.23B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","10.6","$157.08M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CPSS","Consumer Portfolio Services, Inc.","5.04","$118.98M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","2.1","$87.32M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx",
"CTRV","ContraVir Pharmaceuticals Inc","1.45","$91.03M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","15.23","$364.5M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"CPAA","Conyers Park Acquisition Corp.","11","$553.44M","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cpaa",
"CPAAU","Conyers Park Acquisition Corp.","11.3","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cpaau",
"CPAAW","Conyers Park Acquisition Corp.","2.5","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cpaaw",
"CPRT","Copart, Inc.","61.49","$7.06B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"COYN","COPsync, Inc.","0.36","$3.6M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coyn",
"COYNW","COPsync, Inc.","0.093","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coynw",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","9.6","$467.54M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","9.9","$1.12B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","33.96","$1.57B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"CORI","Corium International, Inc.","3.7","$108.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CSOD","Cornerstone OnDemand, Inc.","40.34","$2.29B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRVL","CorVel Corp.","41.05","$785.2M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","20.5","$428.69M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crvs",
"CSGP","CoStar Group, Inc.","205.09","$6.69B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","167.81","$73.66B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","2.3389","$11.71M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","32.9","$215.83M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/icbk",
